Date,Day,Hour,PT,ES,FR,UK,DE,FI,,,Dexcription,PT,ES,FR,UK,DE,FI,,Load Number,Load max
12/31/2016,1,1,63.6,63.6,22.2,22.2,22.2,16.39,,,PV LCE,0.1,0.1,0.12,0.17,0.15,0.2,,1,100
12/31/2016,1,2,54.29,54.29,16.57,16.57,16.57,16.04,,,Retail electricity price €/kWh,0.2063,0.2275,0.145,0.1785,0.267,0.1559,,2,90
12/31/2016,1,3,50,50,12.77,12.77,12.77,15.74,,,,,,,,,,,3,120
12/31/2016,1,4,49.6,46.71,11.27,11.27,11.27,15.57,,,,,,,,,,,4,60
12/31/2016,1,5,49.25,46.22,11.91,11.91,11.91,15.47,,,,,,,,,,,5,60
12/31/2016,1,6,49.1,46.22,12.62,12.62,12.62,15.75,,,,,,,,,,,6,200
12/31/2016,1,7,48.6,48.17,14.17,14.17,13.83,15.36,,,,,,,,,,,7,200
12/31/2016,1,8,50.2,50.2,17.73,16.12,16.12,15.37,,,,,,,,,,,8,60
12/31/2016,1,9,56.69,56.69,20.29,20.29,18.12,15.19,,,,,,,,,,,9,60
12/31/2016,1,10,60.29,60.29,24.3,19.59,19.59,15.39,,,,,,,,,,,10,45
12/31/2016,1,11,64.88,64.88,25.05,25.05,21.07,15.78,,,,,,,,,,,11,60
12/31/2016,1,12,61.1,61.1,29.31,22.54,22.54,16.15,,,,,,,,,,,12,60
12/31/2016,1,13,59.52,59.52,26.31,26.31,19.79,16.5,,,,,,,,,,,13,120
12/31/2016,1,14,60.15,60.15,22.63,22.63,16.9,16.72,,,,,,,,,,,14,60
12/31/2016,1,15,59.7,59.7,19.61,19.61,16.97,17.17,,,,,,,,,,,15,60
12/31/2016,1,16,57.62,57.62,20.65,20.65,19.25,18,,,,,,,,,,,16,60
12/31/2016,1,17,57.5,57.5,34.21,28.01,28.01,18.53,,,,,,,,,,,17,90
12/31/2016,1,18,62.47,62.47,42.23,28.36,28.36,19.11,,,,,,,,,,,18,90
12/31/2016,1,19,70.69,70.69,37.36,37.36,26.56,18.68,,,,,,,,,,,19,90
12/31/2016,1,20,71.02,71.02,32.84,32.84,17.38,17.93,,,,,,,,,,,20,90
12/31/2016,1,21,70.26,70.26,26.15,26.15,15.83,17.69,,,,,,,,,,,21,90
12/31/2016,1,22,69.99,69.99,30.62,16.97,16.97,19.29,,,,,,,,,,,22,90
12/31/2016,1,23,65.69,65.69,36.19,15.31,15.31,22.04,,,,,,,,,,,23,420
12/30/2016,2,1,63.94,63.94,19.65,6.99,6.99,16.25,,,,,,,,,,,24,420
12/30/2016,2,2,51.56,51.56,18.91,-0.01,-0.01,16.47,,,,,,,,,,,25,60
12/30/2016,2,3,49.73,49.73,10.12,10.12,4.51,15.89,,,,,,,,,,,26,60
12/30/2016,2,4,47.1,47.1,7.14,4.12,4.12,15.03,,,,,,,,,,,27,60
12/30/2016,2,5,46.25,46.25,9.41,9.41,6.76,13.19,,,,,,,,,,,28,120
12/30/2016,2,6,48.06,48.06,4.14,0.75,0.75,12.69,,,,,,,,,,,29,200
12/30/2016,2,7,53.34,53.34,7.08,4.27,4.27,12.94,,,,,,,,,,,30,150
12/30/2016,2,8,65.69,65.69,11.4,11.4,9.11,13.59,,,,,,,,,,,31,210
12/30/2016,2,9,67.7,67.7,17.64,17.64,15.92,17.37,,,,,,,,,,,32,60
12/30/2016,2,10,67.25,67.25,19.99,17.06,17.06,19.34,,,,,,,,,,,,
12/30/2016,2,11,67.1,67.1,22.11,22.11,19.28,19.96,,,,,,,,,,,,
12/30/2016,2,12,65.69,65.69,22.68,20.25,20.25,19.91,,,,,,,,,,,,
12/30/2016,2,13,64.88,64.88,22,17.66,17.66,16.14,,,,,,,,,,,,
12/30/2016,2,14,65.19,65.19,19.89,19.89,18.49,15.87,,,,,,,,,,,,
12/30/2016,2,15,64.1,64.1,17.75,17.75,16.51,19.97,,,,,,,,,,,,
12/30/2016,2,16,62.25,62.25,18.76,18.76,18.76,27.76,,,,,,,,,,,,
12/30/2016,2,17,63.62,63.62,22.21,22.21,22.21,39.89,,,,,,,,,,,,
12/30/2016,2,18,67.4,67.4,26.76,26.76,26.76,39.89,,,,,,,,,,,,
12/30/2016,2,19,72.43,72.43,27.23,27.08,27.08,39.87,,,,,,,,,,,,
12/30/2016,2,20,72.04,72.04,25.33,25.33,25.33,39.89,,,,,,,,,,,,
12/30/2016,2,21,70.6,70.6,22.11,22.11,22.11,34.78,,,,,,,,,,,,
12/30/2016,2,22,70.04,70.04,22.57,22.57,20.91,30.08,,,,,,,,,,,,
12/30/2016,2,23,69.09,69.09,21.01,21.01,14.43,31.36,,,,,,,,,,,,
12/29/2016,3,1,51,51,13.78,13.78,13.78,27.13,,,,,,,,,,,,
12/29/2016,3,2,45.98,45.98,13.44,13.44,12.77,23.61,,,,,,,,,,,,
12/29/2016,3,3,43.75,43.75,5.55,3.87,3.87,17.95,,,,,,,,,,,,
12/29/2016,3,4,41,41,5,5,3.2,15.87,,,,,,,,,,,,
12/29/2016,3,5,40.99,40.99,10.05,8.67,8.67,15.76,,,,,,,,,,,,
12/29/2016,3,6,43.42,43.42,19.11,18.01,18.01,15.59,,,,,,,,,,,,
12/29/2016,3,7,47.3,47.3,31.44,28.52,28.52,15.69,,,,,,,,,,,,
12/29/2016,3,8,55.28,55.28,36.31,36.31,34.74,15.83,,,,,,,,,,,,
12/29/2016,3,9,62.4,62.4,33.46,33.46,33.46,14.98,,,,,,,,,,,,
12/29/2016,3,10,64.1,64.1,33.24,33.24,33.24,15.53,,,,,,,,,,,,
12/29/2016,3,11,65.19,65.19,35.09,35.09,35.09,15.79,,,,,,,,,,,,
12/29/2016,3,12,62.29,62.29,35,35,35,16.36,,,,,,,,,,,,
12/29/2016,3,13,61.78,61.78,35,35,35,17.15,,,,,,,,,,,,
12/29/2016,3,14,62.78,62.78,34.94,34.94,34.94,17.94,,,,,,,,,,,,
12/29/2016,3,15,61.28,61.28,34.92,34.92,34.92,17.94,,,,,,,,,,,,
12/29/2016,3,16,60.15,60.15,38,38,38,17.66,,,,,,,,,,,,
12/29/2016,3,17,60.23,60.23,41.21,41.21,41.21,23.4,,,,,,,,,,,,
12/29/2016,3,18,64.1,64.1,42.95,42.95,42.95,27.2,,,,,,,,,,,,
12/29/2016,3,19,69.69,69.69,41.96,41.96,41.96,28.72,,,,,,,,,,,,
12/29/2016,3,20,70.1,70.1,34.94,34.94,34.94,27.12,,,,,,,,,,,,
12/29/2016,3,21,70.1,70.1,30.66,30.66,30.66,25.57,,,,,,,,,,,,
12/29/2016,3,22,69.99,69.99,30,30,30,24.99,,,,,,,,,,,,
12/29/2016,3,23,66.21,66.21,23.9,23.9,23.9,19.58,,,,,,,,,,,,
12/28/2016,4,1,56,56,25.03,25.03,25.03,22.02,,,,,,,,,,,,
12/28/2016,4,2,49.25,47.73,24.42,24.42,24.42,20.98,,,,,,,,,,,,
12/28/2016,4,3,48.75,45.42,21.5,21.5,21.5,15.74,,,,,,,,,,,,
12/28/2016,4,4,43.75,43.63,20,20,20,15.96,,,,,,,,,,,,
12/28/2016,4,5,43.37,43.37,23.53,23.53,23.53,15.81,,,,,,,,,,,,
12/28/2016,4,6,43.45,43.45,28.96,28.96,28.96,15.56,,,,,,,,,,,,
12/28/2016,4,7,46,46,38.32,38.32,38.32,15.57,,,,,,,,,,,,
12/28/2016,4,8,55.38,55.38,41.45,41.45,41.45,15.92,,,,,,,,,,,,
12/28/2016,4,9,65.6,65.6,40.72,40.72,40.72,27.16,,,,,,,,,,,,
12/28/2016,4,10,66.21,66.21,40.66,40.66,40.66,34.03,,,,,,,,,,,,
12/28/2016,4,11,66.19,66.19,40.33,40.33,40.33,34.47,,,,,,,,,,,,
12/28/2016,4,12,64.1,64.1,38.25,38.25,38.25,34.46,,,,,,,,,,,,
12/28/2016,4,13,62,62,36.98,36.98,36.98,34.05,,,,,,,,,,,,
12/28/2016,4,14,62.29,62.29,34.91,34.91,34.91,34.08,,,,,,,,,,,,
12/28/2016,4,15,60.15,60.15,33.5,33.5,33.5,34.08,,,,,,,,,,,,
12/28/2016,4,16,59.58,59.58,35.1,35.1,35.1,34.08,,,,,,,,,,,,
12/28/2016,4,17,59.58,59.58,42.44,42.44,42.44,34.41,,,,,,,,,,,,
12/28/2016,4,18,64.88,64.88,42.94,42.94,42.94,34.44,,,,,,,,,,,,
12/28/2016,4,19,69.23,69.23,42.92,41.74,41.74,34.49,,,,,,,,,,,,
12/28/2016,4,20,69.73,69.73,38.35,38.35,36.47,34.46,,,,,,,,,,,,
12/28/2016,4,21,69.69,69.69,34.42,34.42,33.01,34.44,,,,,,,,,,,,
12/28/2016,4,22,69.1,69.23,32.99,32.99,31.75,34.45,,,,,,,,,,,,
12/28/2016,4,23,64.88,64.88,32,26.99,26.99,34.43,,,,,,,,,,,,
12/27/2016,5,1,49.97,49.97,26.62,26.62,26.62,33.54,,,,,,,,,,,,
12/27/2016,5,2,46.74,46.74,25.58,25.58,25.58,32.96,,,,,,,,,,,,
12/27/2016,5,3,44.82,44.82,22.5,22.5,22.5,23.96,,,,,,,,,,,,
12/27/2016,5,4,43.42,43.42,23.16,23.16,23.16,19.1,,,,,,,,,,,,
12/27/2016,5,5,43.56,43.56,24.99,24.99,24.99,17.68,,,,,,,,,,,,
12/27/2016,5,6,45.76,45.76,26.62,26.62,26.62,17.33,,,,,,,,,,,,
12/27/2016,5,7,52.87,52.87,38.92,28.03,28.03,17.24,,,,,,,,,,,,
12/27/2016,5,8,64.15,64.15,41.96,29.34,29.34,17.32,,,,,,,,,,,,
12/27/2016,5,9,67.9,67.9,40.96,32.94,32.94,17.66,,,,,,,,,,,,
12/27/2016,5,10,69.14,69.14,39.13,39.13,37.71,32.99,,,,,,,,,,,,
12/27/2016,5,11,69.67,69.67,40.08,40.08,40.08,34.08,,,,,,,,,,,,
12/27/2016,5,12,67.1,67.1,40.73,40.73,40.73,34.44,,,,,,,,,,,,
12/27/2016,5,13,66,66,38.26,38.26,38.26,34.41,,,,,,,,,,,,
12/27/2016,5,14,66.69,66.69,35.44,35.44,35.44,34.07,,,,,,,,,,,,
12/27/2016,5,15,65.2,65.2,36.92,36.92,36.92,34.23,,,,,,,,,,,,
12/27/2016,5,16,64.15,64.15,41.28,41.28,41.28,34.09,,,,,,,,,,,,
12/27/2016,5,17,64.15,64.15,44.95,44.95,44.95,34.07,,,,,,,,,,,,
12/27/2016,5,18,69.99,69.99,46.9,46.9,46.9,34.4,,,,,,,,,,,,
12/27/2016,5,19,72.89,72.89,43.95,43.95,43.95,35.87,,,,,,,,,,,,
12/27/2016,5,20,72.15,72.15,39.94,39.94,39.94,55.05,,,,,,,,,,,,
12/27/2016,5,21,72.1,72.1,32.4,32.4,32.4,45.93,,,,,,,,,,,,
12/27/2016,5,22,72.1,72.1,33.51,33.51,33.51,38.08,,,,,,,,,,,,
12/27/2016,5,23,69.99,69.99,30.11,30.11,30.11,55.07,,,,,,,,,,,,
12/26/2016,6,1,58.23,58.23,26.41,26.41,26.41,36.48,,,,,,,,,,,,
12/26/2016,6,2,48.1,48.1,26.05,26.05,26.05,34.5,,,,,,,,,,,,
12/26/2016,6,3,45.44,45.44,22.39,22.39,22.39,35.82,,,,,,,,,,,,
12/26/2016,6,4,43.63,43.63,22.32,22.32,22.32,33.85,,,,,,,,,,,,
12/26/2016,6,5,42.84,42.84,24.2,24.2,24.2,25.05,,,,,,,,,,,,
12/26/2016,6,6,43.37,43.37,31,31,31,27.97,,,,,,,,,,,,
12/26/2016,6,7,45.44,45.44,42.47,42.47,42.47,23.61,,,,,,,,,,,,
12/26/2016,6,8,50.8,50.8,42.97,42.97,42.97,21.77,,,,,,,,,,,,
12/26/2016,6,9,59.07,59.07,41.93,41.93,41.93,22.42,,,,,,,,,,,,
12/26/2016,6,10,59.52,59.52,41.62,41.62,41.62,25.99,,,,,,,,,,,,
12/26/2016,6,11,59.58,59.58,41.5,41.5,41.5,32.94,,,,,,,,,,,,
12/26/2016,6,12,55.83,55.83,40.66,40.66,40.66,34.02,,,,,,,,,,,,
12/26/2016,6,13,51.63,51.63,40.33,40.33,40.33,34.05,,,,,,,,,,,,
12/26/2016,6,14,54,54,36.51,36.51,36.51,34.06,,,,,,,,,,,,
12/26/2016,6,15,52.16,52.16,33.49,33.49,33.49,34.09,,,,,,,,,,,,
12/26/2016,6,16,49.29,49.29,34.19,34.19,34.19,34.97,,,,,,,,,,,,
12/26/2016,6,17,49.37,49.37,40.66,40.66,40.66,37.95,,,,,,,,,,,,
12/26/2016,6,18,56.12,56.12,40.8,40.8,40.8,37.37,,,,,,,,,,,,
12/26/2016,6,19,62.94,62.94,42.1,42.1,37.19,36.61,,,,,,,,,,,,
12/26/2016,6,20,63.1,63.1,36.5,31.94,31.94,35.44,,,,,,,,,,,,
12/26/2016,6,21,64.88,64.88,34.5,34.5,27.01,55.11,,,,,,,,,,,,
12/26/2016,6,22,64.88,64.88,33.49,27.52,27.52,55.11,,,,,,,,,,,,
12/26/2016,6,23,60.8,60.8,28.76,28.76,23.4,55.1,,,,,,,,,,,,
12/25/2016,7,1,48.82,48.82,24.36,12.12,12.12,55.09,,,,,,,,,,,,
12/25/2016,7,2,45.51,45.51,19.33,17.23,17.23,44.08,,,,,,,,,,,,
12/25/2016,7,3,41.27,41.27,15,15,12.11,34.45,,,,,,,,,,,,
12/25/2016,7,4,40,40,15,15,12.99,37.2,,,,,,,,,,,,
12/25/2016,7,5,39.11,39.11,18.14,16.98,16.98,34.48,,,,,,,,,,,,
12/25/2016,7,6,39.41,39.41,25.21,25.21,22.02,31.52,,,,,,,,,,,,
12/25/2016,7,7,39.85,39.85,36.46,28.4,28.4,29.1,,,,,,,,,,,,
12/25/2016,7,8,40,40,39.53,29.31,29.31,27.16,,,,,,,,,,,,
12/25/2016,7,9,40.35,40.35,37.69,26.6,26.6,27.14,,,,,,,,,,,,
12/25/2016,7,10,41.98,41.98,37.66,37.66,25.55,27.92,,,,,,,,,,,,
12/25/2016,7,11,45.98,45.98,36.91,36.91,25.76,32.66,,,,,,,,,,,,
12/25/2016,7,12,47.37,47.37,36.13,36.13,25.13,40.76,,,,,,,,,,,,
12/25/2016,7,13,47.51,47.51,36.13,25.58,25.58,57.02,,,,,,,,,,,,
12/25/2016,7,14,47.85,47.85,32.99,32.99,27.6,72.26,,,,,,,,,,,,
12/25/2016,7,15,47.85,47.85,32.08,32.08,32.08,99.93,,,,,,,,,,,,
12/25/2016,7,16,47.46,45.76,37.16,37.16,37.16,79.6,,,,,,,,,,,,
12/25/2016,7,17,47.46,45.49,45,45,45,74.91,,,,,,,,,,,,
12/25/2016,7,18,49,49,46.97,46.97,46.97,61.37,,,,,,,,,,,,
12/25/2016,7,19,59.58,59.58,40.09,40.09,40.09,59.91,,,,,,,,,,,,
12/25/2016,7,20,65.57,65.57,34.61,34.61,34.61,61.85,,,,,,,,,,,,
12/25/2016,7,21,68.6,68.6,31.52,31.52,31.52,59.69,,,,,,,,,,,,
12/25/2016,7,22,70.11,70.11,32.5,32.5,32.5,99.97,,,,,,,,,,,,
12/25/2016,7,23,69.98,69.98,36.1,36.1,26.01,99.94,,,,,,,,,,,,
12/24/2016,8,1,64.5,64.5,31.11,26.1,26.1,97.59,,,,,,,,,,,,
12/24/2016,8,2,52.79,52.79,29,29,25.1,69.95,,,,,,,,,,,,
12/24/2016,8,3,47.85,47.85,23.23,23.23,23.23,58.06,,,,,,,,,,,,
12/24/2016,8,4,47.25,45.76,21.96,21.96,21.96,50.02,,,,,,,,,,,,
12/24/2016,8,5,47.22,44.82,22.45,22.45,22.45,38.96,,,,,,,,,,,,
12/24/2016,8,6,46.98,44.69,23.07,23.07,23.07,34.01,,,,,,,,,,,,
12/24/2016,8,7,45.98,45.98,25,25,25,30.08,,,,,,,,,,,,
12/24/2016,8,8,48.93,48.93,32.11,32.11,32.11,30.12,,,,,,,,,,,,
12/24/2016,8,9,50.73,50.73,37.12,37.12,37.12,28.56,,,,,,,,,,,,
12/24/2016,8,10,59.9,59.9,36.13,36.13,36.13,27.53,,,,,,,,,,,,
12/24/2016,8,11,65,65,35.76,35.76,35.76,27.94,,,,,,,,,,,,
12/24/2016,8,12,62.4,62.4,34.06,34.06,34.06,31.35,,,,,,,,,,,,
12/24/2016,8,13,60.1,60.1,31.54,31.54,31.54,49.12,,,,,,,,,,,,
12/24/2016,8,14,60.15,60.15,27.92,27.92,27.92,58.06,,,,,,,,,,,,
12/24/2016,8,15,58.29,58.29,27,27,27,100.01,,,,,,,,,,,,
12/24/2016,8,16,52.37,52.37,30.5,30.5,30.5,99.94,,,,,,,,,,,,
12/24/2016,8,17,51.68,51.68,36.99,36.99,36.99,76.04,,,,,,,,,,,,
12/24/2016,8,18,58.75,58.75,36.8,36.8,36.8,69.09,,,,,,,,,,,,
12/24/2016,8,19,67.48,67.48,35,35,35,50.42,,,,,,,,,,,,
12/24/2016,8,20,69.1,69.1,29,29,29,46.22,,,,,,,,,,,,
12/24/2016,8,21,68.69,68.69,25.01,25.01,25.01,39.29,,,,,,,,,,,,
12/24/2016,8,22,67.6,67.6,25.1,25.1,25.1,50.71,,,,,,,,,,,,
12/24/2016,8,23,60.15,60.15,22.28,22.28,22.28,77.48,,,,,,,,,,,,
12/23/2016,9,1,68.56,68.56,15.58,15.58,15.58,99.95,,,,,,,,,,,,
12/23/2016,9,2,60.15,60.15,19.05,19.05,19.05,69.09,,,,,,,,,,,,
12/23/2016,9,3,53.75,53.75,12.75,12.75,12.75,69.05,,,,,,,,,,,,
12/23/2016,9,4,50.29,50.29,10.81,10.81,10.81,43.59,,,,,,,,,,,,
12/23/2016,9,5,50.29,50.29,10.85,10.85,10.85,34.49,,,,,,,,,,,,
12/23/2016,9,6,50.29,50.29,9.85,9.85,9.85,34.49,,,,,,,,,,,,
12/23/2016,9,7,57.71,57.71,13.47,13.47,11.92,32.54,,,,,,,,,,,,
12/23/2016,9,8,69.05,69.05,16.24,16.24,15.44,29.96,,,,,,,,,,,,
12/23/2016,9,9,70.53,70.53,19.41,19.41,18.99,28.01,,,,,,,,,,,,
12/23/2016,9,10,70.51,70.51,20.12,19.66,19.66,25.64,,,,,,,,,,,,
12/23/2016,9,11,70.15,70.15,21.85,21.85,21.59,23.85,,,,,,,,,,,,
12/23/2016,9,12,69.19,69.19,22.93,22.93,21.83,25.7,,,,,,,,,,,,
12/23/2016,9,13,68.56,68.56,21.24,21.24,20.82,26.62,,,,,,,,,,,,
12/23/2016,9,14,68.56,68.56,20.53,20.53,20.06,27.69,,,,,,,,,,,,
12/23/2016,9,15,67.7,67.7,21.45,21.45,21.45,27.37,,,,,,,,,,,,
12/23/2016,9,16,66.55,66.55,23.92,23.92,23.92,29.36,,,,,,,,,,,,
12/23/2016,9,17,67.48,67.48,26.58,27.93,27.93,28.99,,,,,,,,,,,,
12/23/2016,9,18,68.5,68.5,35,35,35,30.45,,,,,,,,,,,,
12/23/2016,9,19,70.15,70.15,33,33,33,29.95,,,,,,,,,,,,
12/23/2016,9,20,70.05,70.05,30.66,30.66,30.03,30.07,,,,,,,,,,,,
12/23/2016,9,21,69.99,69.99,26.89,26.89,26.06,29.92,,,,,,,,,,,,
12/23/2016,9,22,69.99,69.99,26.93,26.93,26.93,30.88,,,,,,,,,,,,
12/23/2016,9,23,68.11,68.11,23.12,23.12,23.12,34.02,,,,,,,,,,,,
12/22/2016,10,1,67.59,67.59,21.95,21.95,21.95,49.31,,,,,,,,,,,,
12/22/2016,10,2,59.29,59.29,20.04,20.04,20.04,59.23,,,,,,,,,,,,
12/22/2016,10,3,52.3,52.3,19.36,19.36,19.36,57.92,,,,,,,,,,,,
12/22/2016,10,4,50.97,50.97,19.56,19.56,19.56,46.34,,,,,,,,,,,,
12/22/2016,10,5,50.76,50.76,21.67,21.67,21.67,38.3,,,,,,,,,,,,
12/22/2016,10,6,51.36,51.36,28.5,28.5,28.5,34.09,,,,,,,,,,,,
12/22/2016,10,7,57.71,57.71,41.61,41.61,41.61,40.62,,,,,,,,,,,,
12/22/2016,10,8,70.2,70.2,45.93,45.93,45.93,33.95,,,,,,,,,,,,
12/22/2016,10,9,72.44,72.44,44,44,44,28.62,,,,,,,,,,,,
12/22/2016,10,10,72.65,72.65,41.94,41.94,41.94,21.32,,,,,,,,,,,,
12/22/2016,10,11,71.42,71.42,41.96,41.96,41.96,19.93,,,,,,,,,,,,
12/22/2016,10,12,70.69,70.69,37.96,37.96,42.33,19.65,,,,,,,,,,,,
12/22/2016,10,13,68.5,68.5,36.24,36.24,42.1,19.43,,,,,,,,,,,,
12/22/2016,10,14,68.49,68.49,33.57,33.57,39.88,19.25,,,,,,,,,,,,
12/22/2016,10,15,68.5,68.5,31,31,37.5,20.43,,,,,,,,,,,,
12/22/2016,10,16,68.14,68.14,32,32,37.95,23.37,,,,,,,,,,,,
12/22/2016,10,17,68.7,68.7,37.21,44.69,44.69,27,,,,,,,,,,,,
12/22/2016,10,18,72.65,72.65,42.88,42.88,42.88,29.13,,,,,,,,,,,,
12/22/2016,10,19,74.69,74.69,40,40,40,32.93,,,,,,,,,,,,
12/22/2016,10,20,74.69,74.69,33.09,33.09,33.09,32.93,,,,,,,,,,,,
12/22/2016,10,21,72.69,72.69,30.26,27.93,27.93,32.96,,,,,,,,,,,,
12/22/2016,10,22,70.95,70.95,33.18,28,28,30.28,,,,,,,,,,,,
12/22/2016,10,23,69.08,69.08,28.1,28.1,24.14,31.44,,,,,,,,,,,,
12/21/2016,11,1,58.65,58.65,21.51,21.51,21.51,32.99,,,,,,,,,,,,
12/21/2016,11,2,53.93,53.93,19.81,19.81,19.81,36.93,,,,,,,,,,,,
12/21/2016,11,3,50.23,50.23,15.74,15.74,15.74,38.08,,,,,,,,,,,,
12/21/2016,11,4,48.81,48.81,13.78,15.54,15.54,41.66,,,,,,,,,,,,
12/21/2016,11,5,47.12,47.12,20.19,20.19,20.19,42.7,,,,,,,,,,,,
12/21/2016,11,6,49.2,49.2,24.38,24.38,24.38,34.27,,,,,,,,,,,,
12/21/2016,11,7,58.23,58.23,35.92,35.92,35.92,32.35,,,,,,,,,,,,
12/21/2016,11,8,67.49,67.49,40.5,40.5,40.5,33,,,,,,,,,,,,
12/21/2016,11,9,70.15,70.15,41,41,41,29.16,,,,,,,,,,,,
12/21/2016,11,10,70.69,70.69,38.66,38.66,38.66,21.69,,,,,,,,,,,,
12/21/2016,11,11,70.2,70.2,36.46,36.46,36.46,21.37,,,,,,,,,,,,
12/21/2016,11,12,69.2,69.2,35,35,35,20.04,,,,,,,,,,,,
12/21/2016,11,13,67.53,67.53,33.3,33.3,33.3,19.78,,,,,,,,,,,,
12/21/2016,11,14,67.49,67.49,32.21,32.21,32.21,19.36,,,,,,,,,,,,
12/21/2016,11,15,67.23,67.23,33,33,33,30.02,,,,,,,,,,,,
12/21/2016,11,16,67.23,67.23,36.08,36.08,36.08,39.92,,,,,,,,,,,,
12/21/2016,11,17,68.75,68.75,41.94,41.94,41.94,57.59,,,,,,,,,,,,
12/21/2016,11,18,72.69,72.69,46.99,40.33,40.33,67.85,,,,,,,,,,,,
12/21/2016,11,19,74.35,75,45.39,45.39,29.69,60.04,,,,,,,,,,,,
12/21/2016,11,20,75,75,38.08,26.05,26.05,55.63,,,,,,,,,,,,
12/21/2016,11,21,72.69,72.69,30.51,24.76,24.76,41.94,,,,,,,,,,,,
12/21/2016,11,22,69.9,69.9,29.93,29.93,24.03,40.62,,,,,,,,,,,,
12/21/2016,11,23,67.88,67.88,26.24,21.51,21.51,48.57,,,,,,,,,,,,
12/20/2016,12,1,62.4,62.4,21,21,21,48.93,,,,,,,,,,,,
12/20/2016,12,2,54.23,54.23,19.66,19.66,19.66,55.09,,,,,,,,,,,,
12/20/2016,12,3,51.56,51.56,15.76,15.76,15.3,70.04,,,,,,,,,,,,
12/20/2016,12,4,50.05,50.05,18.05,18.05,18.05,63.93,,,,,,,,,,,,
12/20/2016,12,5,48.62,48.62,20.83,20.83,20.83,52.22,,,,,,,,,,,,
12/20/2016,12,6,51.35,51.35,29.88,29.88,24.1,52.61,,,,,,,,,,,,
12/20/2016,12,7,59.58,59.58,46.83,46.83,27.87,38.72,,,,,,,,,,,,
12/20/2016,12,8,69.26,69.26,47.05,29.98,29.98,30.13,,,,,,,,,,,,
12/20/2016,12,9,71.5,71.5,47.39,30.73,30.73,30.11,,,,,,,,,,,,
12/20/2016,12,10,71.1,71.1,46.82,46.82,31.45,24.95,,,,,,,,,,,,
12/20/2016,12,11,70.69,70.69,46.5,46.5,33.56,21.68,,,,,,,,,,,,
12/20/2016,12,12,70.19,70.19,45.8,45.8,33.99,21.11,,,,,,,,,,,,
12/20/2016,12,13,69.59,69.59,41.34,34.09,34.09,19.81,,,,,,,,,,,,
12/20/2016,12,14,69.29,69.29,39.02,34.02,34.02,19.1,,,,,,,,,,,,
12/20/2016,12,15,68.11,68.11,37.44,37.44,37.44,18.41,,,,,,,,,,,,
12/20/2016,12,16,66.61,66.61,39.58,39.58,39.58,25.9,,,,,,,,,,,,
12/20/2016,12,17,66.96,66.96,43,43,43,30.96,,,,,,,,,,,,
12/20/2016,12,18,68.56,68.56,50.07,42.22,42.22,34.06,,,,,,,,,,,,
12/20/2016,12,19,70.95,70.95,49.98,49.98,38.86,35.39,,,,,,,,,,,,
12/20/2016,12,20,71.59,71.59,41.1,29.62,29.62,39.53,,,,,,,,,,,,
12/20/2016,12,21,70.69,70.69,34.15,34.15,26.97,41,,,,,,,,,,,,
12/20/2016,12,22,68.75,68.75,38.09,25.88,25.88,38.66,,,,,,,,,,,,
12/20/2016,12,23,66.16,66.16,36,23.52,23.52,36.46,,,,,,,,,,,,
12/19/2016,13,1,55.94,55.94,26.4,26.4,24.29,39.75,,,,,,,,,,,,
12/19/2016,13,2,48.8,48.8,23.06,23.06,23.06,39.78,,,,,,,,,,,,
12/19/2016,13,3,46.66,46.66,22.03,22.03,22.03,41.69,,,,,,,,,,,,
12/19/2016,13,4,44.45,44.45,22.53,22.53,22.53,49.05,,,,,,,,,,,,
12/19/2016,13,5,44.45,44.45,23.9,23.9,23.9,50.07,,,,,,,,,,,,
12/19/2016,13,6,47.3,47.3,33.18,33.18,29.99,55.97,,,,,,,,,,,,
12/19/2016,13,7,57.5,57.5,44.41,44.41,44.07,49.58,,,,,,,,,,,,
12/19/2016,13,8,69.99,71.27,46.94,44.99,44.99,33.9,,,,,,,,,,,,
12/19/2016,13,9,70.69,73.49,46.3,41.39,41.39,26.05,,,,,,,,,,,,
12/19/2016,13,10,70.69,71.51,47.51,34.95,34.95,29.47,,,,,,,,,,,,
12/19/2016,13,11,71.1,71.1,47.21,47.21,33.18,25.09,,,,,,,,,,,,
12/19/2016,13,12,71.48,71.48,48.37,48.37,31.17,21.51,,,,,,,,,,,,
12/19/2016,13,13,71.2,71.2,50,33.52,33.52,21,,,,,,,,,,,,
12/19/2016,13,14,71.48,71.48,45.7,39.97,39.97,19.66,,,,,,,,,,,,
12/19/2016,13,15,70.69,70.69,42.99,42.99,42.99,18.72,,,,,,,,,,,,
12/19/2016,13,16,70.15,70.15,42.34,42.34,42.34,18.66,,,,,,,,,,,,
12/19/2016,13,17,69.24,69.24,47.52,47.52,45.5,24.69,,,,,,,,,,,,
12/19/2016,13,18,70.15,70.15,54.1,54.1,41.06,33.65,,,,,,,,,,,,
12/19/2016,13,19,71.65,71.65,53.9,53.9,40.02,34.95,,,,,,,,,,,,
12/19/2016,13,20,72.25,72.25,47.28,47.28,38.34,38.24,,,,,,,,,,,,
12/19/2016,13,21,72.35,72.35,34.37,34.37,30.86,36.19,,,,,,,,,,,,
12/19/2016,13,22,69.44,69.44,35.51,28.16,28.16,35.26,,,,,,,,,,,,
