Date,Day,Hour,PT,ES,FR,UK,DE,FI,,,Dexcription,PT,ES,FR,UK,DE,FI,,Load Number,Load max
05/30/2016,216,22,34.69,40.09,33.91,33.91,33.91,30.4,,,,,,,,,,,,
05/30/2016,216,23,34.69,37.86,29.37,29.37,29.37,27.98,,,,,,,,,,,,
05/29/2016,217,1,17.69,17.69,28.13,28.13,28.13,27.5,,,,,,,,,,,,
05/29/2016,217,2,12.4,12.4,26.83,26.83,26.83,26.38,,,,,,,,,,,,
05/29/2016,217,3,11.19,11.19,23.95,23.95,23.95,25.88,,,,,,,,,,,,
05/29/2016,217,4,9.84,9.84,24.07,24.07,24.07,25.91,,,,,,,,,,,,
05/29/2016,217,5,7.63,7.63,26.24,26.24,26.24,26.53,,,,,,,,,,,,
05/29/2016,217,6,6.16,6.16,30.45,30.45,30.45,32.61,,,,,,,,,,,,
05/29/2016,217,7,6.33,6.33,34.01,34.01,34.01,38.09,,,,,,,,,,,,
05/29/2016,217,8,6.66,6.66,37.19,37.19,37.19,40.52,,,,,,,,,,,,
05/29/2016,217,9,6.24,6.24,38.69,38.69,38.69,43.51,,,,,,,,,,,,
05/29/2016,217,10,7.21,7.21,38.54,38.54,38.54,43.57,,,,,,,,,,,,
05/29/2016,217,11,11.19,11.19,38,38,38,40.46,,,,,,,,,,,,
05/29/2016,217,12,13.19,13.19,36,36,36,41.56,,,,,,,,,,,,
05/29/2016,217,13,13.05,13.05,33.96,33.96,33.96,39.26,,,,,,,,,,,,
05/29/2016,217,14,12,12,31.39,31.39,31.39,40.48,,,,,,,,,,,,
05/29/2016,217,15,12.4,12.4,28.23,28.23,28.23,38.4,,,,,,,,,,,,
05/29/2016,217,16,8,8,28.46,28.46,28.46,36.41,,,,,,,,,,,,
05/29/2016,217,17,7,5.48,31.29,31.29,31.29,36.31,,,,,,,,,,,,
05/29/2016,217,18,7.07,7.07,33.89,33.89,33.89,36.02,,,,,,,,,,,,
05/29/2016,217,19,9.05,9.05,34.4,34.4,34.4,38.08,,,,,,,,,,,,
05/29/2016,217,20,12.94,12.94,34.15,34.15,34.15,34.2,,,,,,,,,,,,
05/29/2016,217,21,17.45,17.45,33.02,33.02,33.02,35.44,,,,,,,,,,,,
05/29/2016,217,22,26,26,34.31,34.31,32.3,32.93,,,,,,,,,,,,
05/29/2016,217,23,35.81,35.81,36.08,36.08,28.84,30.2,,,,,,,,,,,,
05/28/2016,218,1,28.92,28.92,29.58,29.58,29.58,28.12,,,,,,,,,,,,
05/28/2016,218,2,26.03,26.03,26.68,26.68,26.68,26.95,,,,,,,,,,,,
05/28/2016,218,3,22.79,22.79,23.77,23.77,23.77,26.04,,,,,,,,,,,,
05/28/2016,218,4,22.16,22.16,22.4,22.4,22.4,25.87,,,,,,,,,,,,
05/28/2016,218,5,22.24,22.24,22.01,22.01,22.01,26,,,,,,,,,,,,
05/28/2016,218,6,22.16,22.16,22.97,22.97,22.97,26.63,,,,,,,,,,,,
05/28/2016,218,7,22.56,22.56,25.02,25.02,25.02,31.54,,,,,,,,,,,,
05/28/2016,218,8,22.78,24,26.36,26.36,26.36,38.08,,,,,,,,,,,,
05/28/2016,218,9,26.57,26.57,26.47,26.47,26.47,41.84,,,,,,,,,,,,
05/28/2016,218,10,28.95,28.95,24.94,24.94,24.94,43.58,,,,,,,,,,,,
05/28/2016,218,11,28.39,28.39,23.86,23.71,23.71,43.57,,,,,,,,,,,,
05/28/2016,218,12,27.55,27.55,22.41,22.07,22.07,46.24,,,,,,,,,,,,
05/28/2016,218,13,25.45,25.45,20.48,20.48,19.81,46.23,,,,,,,,,,,,
05/28/2016,218,14,23.2,23.2,19.33,18.38,18.38,45.67,,,,,,,,,,,,
05/28/2016,218,15,21.87,21.87,18.82,17.83,17.83,41.6,,,,,,,,,,,,
05/28/2016,218,16,20.8,20.8,18.28,18.28,17.18,43.56,,,,,,,,,,,,
05/28/2016,218,17,19.72,19.72,23.01,23.01,22.03,38.09,,,,,,,,,,,,
05/28/2016,218,18,17.86,17.86,26.32,26.32,26.32,37.41,,,,,,,,,,,,
05/28/2016,218,19,17.87,17.87,30.98,28.96,28.96,35.97,,,,,,,,,,,,
05/28/2016,218,20,18.1,18.1,31.83,31.83,28.92,40.28,,,,,,,,,,,,
05/28/2016,218,21,22.24,22.24,32.64,32.64,30.32,33.96,,,,,,,,,,,,
05/28/2016,218,22,26.06,26.06,33.39,30.44,30.44,35.4,,,,,,,,,,,,
05/28/2016,218,23,29.4,29.4,30.16,28.12,28.12,32.41,,,,,,,,,,,,
05/27/2016,219,1,36.69,40.2,24.6,24.6,24.6,29.94,,,,,,,,,,,,
05/27/2016,219,2,37.19,40.09,20.05,20.05,20.05,26.25,,,,,,,,,,,,
05/27/2016,219,3,36.19,40.09,12.86,12.86,12.86,25.75,,,,,,,,,,,,
05/27/2016,219,4,35.69,40,12.38,12.38,12.38,25.18,,,,,,,,,,,,
05/27/2016,219,5,34.69,40.09,12.35,12.35,12.35,24.8,,,,,,,,,,,,
05/27/2016,219,6,33.6,40.09,12.51,12.51,12.51,24.65,,,,,,,,,,,,
05/27/2016,219,7,32,37.48,11.93,11.93,11.93,25.76,,,,,,,,,,,,
05/27/2016,219,8,36.19,36.19,12.25,12.25,12.25,33.41,,,,,,,,,,,,
05/27/2016,219,9,37.69,40.03,12.79,12.79,12.79,40.27,,,,,,,,,,,,
05/27/2016,219,10,38.29,38.29,12.32,9.95,9.95,41.9,,,,,,,,,,,,
05/27/2016,219,11,37.19,37.19,11.21,11.21,8.83,41.52,,,,,,,,,,,,
05/27/2016,219,12,35.69,35.69,9.94,5.93,5.93,43.61,,,,,,,,,,,,
05/27/2016,219,13,34.24,34.24,9.46,9.46,0.02,41.76,,,,,,,,,,,,
05/27/2016,219,14,33.44,33.44,6.16,6.16,0.04,43.63,,,,,,,,,,,,
05/27/2016,219,15,33.5,33.5,5.54,5.54,2.35,41.66,,,,,,,,,,,,
05/27/2016,219,16,32,32,8.23,8.23,5.67,39.92,,,,,,,,,,,,
05/27/2016,219,17,30.46,30.46,14.53,12.84,12.84,41.86,,,,,,,,,,,,
05/27/2016,219,18,33.42,33.42,24.7,24.7,24.7,36.84,,,,,,,,,,,,
05/27/2016,219,19,32.91,32.91,27.77,27.77,27.77,37.72,,,,,,,,,,,,
05/27/2016,219,20,33.2,33.2,30.48,30.48,30.48,38,,,,,,,,,,,,
05/27/2016,219,21,32.19,32.19,32.37,32.37,32.37,43.51,,,,,,,,,,,,
05/27/2016,219,22,35.66,35.66,32.65,32.65,32.65,35.9,,,,,,,,,,,,
05/27/2016,219,23,35.47,35.47,26.33,26.33,26.33,38,,,,,,,,,,,,
05/26/2016,220,1,37,37,20.62,20.62,20.62,33.29,,,,,,,,,,,,
05/26/2016,220,2,37.01,37.01,16.44,16.44,16.44,29.92,,,,,,,,,,,,
05/26/2016,220,3,36.19,36.19,8.16,8.16,8.16,28.21,,,,,,,,,,,,
05/26/2016,220,4,35.45,35.45,8.12,8.12,8.12,27.04,,,,,,,,,,,,
05/26/2016,220,5,35.35,35.35,8.94,8.94,8.94,26.03,,,,,,,,,,,,
05/26/2016,220,6,36.01,36.01,17.85,17.85,17.85,24.58,,,,,,,,,,,,
05/26/2016,220,7,36.03,37.01,23.71,23.71,23.71,24.84,,,,,,,,,,,,
05/26/2016,220,8,36.19,36.19,26.29,26.29,26.29,26.5,,,,,,,,,,,,
05/26/2016,220,9,37.59,37.59,24.45,24.02,24.02,29.68,,,,,,,,,,,,
05/26/2016,220,10,37.4,37.4,28.29,28.29,20.26,43.81,,,,,,,,,,,,
05/26/2016,220,11,36.69,36.69,30.51,30.51,18.73,43.84,,,,,,,,,,,,
05/26/2016,220,12,36.19,36.19,31.89,31.89,14.28,43.86,,,,,,,,,,,,
05/26/2016,220,13,36.19,36.19,29.01,13.41,13.41,43.85,,,,,,,,,,,,
05/26/2016,220,14,35.69,35.69,27.67,27.67,12.89,43.85,,,,,,,,,,,,
05/26/2016,220,15,36.5,36.5,25.17,25.17,17.92,43.86,,,,,,,,,,,,
05/26/2016,220,16,35.69,35.69,25.46,25.46,20.82,43.86,,,,,,,,,,,,
05/26/2016,220,17,35.45,35.45,27.35,26.52,26.52,43.85,,,,,,,,,,,,
05/26/2016,220,18,36.19,36.19,31.29,31.29,31.29,43.84,,,,,,,,,,,,
05/26/2016,220,19,36.45,36.45,34.39,34.39,34.39,33.33,,,,,,,,,,,,
05/26/2016,220,20,35.27,35.27,33.23,33.23,33.23,33.65,,,,,,,,,,,,
05/26/2016,220,21,36.19,36.19,34,34,34,43.81,,,,,,,,,,,,
05/26/2016,220,22,38.44,38.44,33.93,33.93,33.93,43.86,,,,,,,,,,,,
05/26/2016,220,23,37.55,37.55,31.75,31.75,31.75,30.86,,,,,,,,,,,,
05/25/2016,221,1,34.38,34.38,23.88,23.88,23.88,30.12,,,,,,,,,,,,
05/25/2016,221,2,33.05,33.05,23.06,23.06,23.06,29.79,,,,,,,,,,,,
05/25/2016,221,3,27.01,27.01,20.32,20.32,20.32,28.87,,,,,,,,,,,,
05/25/2016,221,4,26.11,26.11,19.94,19.94,19.94,30.32,,,,,,,,,,,,
05/25/2016,221,5,26.11,26.11,22.97,22.97,22.97,26.83,,,,,,,,,,,,
05/25/2016,221,6,28.69,28.69,28.33,28.33,28.33,25.59,,,,,,,,,,,,
05/25/2016,221,7,30.24,34.25,32.86,32.86,32.86,24.63,,,,,,,,,,,,
05/25/2016,221,8,35.8,35.8,34.83,34.83,34.83,24.3,,,,,,,,,,,,
05/25/2016,221,9,36.23,39.2,35.03,35.03,35.03,24.39,,,,,,,,,,,,
05/25/2016,221,10,36.19,36.53,34.6,34.6,34.6,24.72,,,,,,,,,,,,
05/25/2016,221,11,36,36,34.26,34.26,34.26,26.09,,,,,,,,,,,,
05/25/2016,221,12,35.05,35.05,33.6,33.6,33.6,27.4,,,,,,,,,,,,
05/25/2016,221,13,35.9,35.9,32.78,32.78,32.78,29.21,,,,,,,,,,,,
05/25/2016,221,14,35.69,35.69,30.22,30.22,30.22,29.08,,,,,,,,,,,,
05/25/2016,221,15,36.19,36.2,27.84,27.84,27.84,28.83,,,,,,,,,,,,
05/25/2016,221,16,36.07,36.07,25.97,25.97,25.97,28.59,,,,,,,,,,,,
05/25/2016,221,17,36,36,28.12,28.12,28.12,27.99,,,,,,,,,,,,
05/25/2016,221,18,36.23,36.23,30.35,30.35,30.35,27.03,,,,,,,,,,,,
05/25/2016,221,19,35.8,35.8,32.02,32.02,32.02,27.01,,,,,,,,,,,,
05/25/2016,221,20,36.61,36.61,30.91,30.91,30.91,27.4,,,,,,,,,,,,
05/25/2016,221,21,36.76,36.76,30.47,30.47,30.47,27.8,,,,,,,,,,,,
05/25/2016,221,22,37.69,41.01,29.1,29.1,29.1,29.73,,,,,,,,,,,,
05/25/2016,221,23,37.69,37.69,26.45,26.45,26.45,30.64,,,,,,,,,,,,
05/24/2016,222,1,30.49,33.2,23.35,23.35,23.35,30.4,,,,,,,,,,,,
05/24/2016,222,2,22.77,33.07,23.11,23.11,23.11,30.46,,,,,,,,,,,,
05/24/2016,222,3,22.59,31.64,19.99,19.99,19.99,30.37,,,,,,,,,,,,
05/24/2016,222,4,22.59,27.21,20.19,20.19,20.19,29.43,,,,,,,,,,,,
05/24/2016,222,5,22.59,25.81,23.18,23.18,23.18,27.42,,,,,,,,,,,,
05/24/2016,222,6,22.69,28,23.09,23.09,27.59,25.36,,,,,,,,,,,,
05/24/2016,222,7,22.69,32.01,31.05,31.05,32.21,23.8,,,,,,,,,,,,
05/24/2016,222,8,30.69,34.38,33.95,33.95,33.95,22.56,,,,,,,,,,,,
05/24/2016,222,9,30.69,37.09,33.5,33.5,33.5,22.14,,,,,,,,,,,,
05/24/2016,222,10,32.37,36.19,32.01,32.01,32.01,21.65,,,,,,,,,,,,
05/24/2016,222,11,33.69,36.94,31.87,31.87,31.87,20.98,,,,,,,,,,,,
05/24/2016,222,12,33.19,36.06,29.66,29.66,29.66,21.99,,,,,,,,,,,,
05/24/2016,222,13,32.49,33.09,26.91,26.91,26.91,24.39,,,,,,,,,,,,
05/24/2016,222,14,30.69,33,25.43,25.43,25.43,25.74,,,,,,,,,,,,
05/24/2016,222,15,28.94,32.69,24.51,24.51,24.51,26.84,,,,,,,,,,,,
05/24/2016,222,16,29.69,30.92,24.31,24.31,24.31,27.43,,,,,,,,,,,,
05/24/2016,222,17,29.12,29.12,27.33,27.33,27.33,26.98,,,,,,,,,,,,
05/24/2016,222,18,29.8,29.8,31.48,31.48,31.48,26.19,,,,,,,,,,,,
05/24/2016,222,19,29.69,31.25,33.68,33.68,33.68,25.21,,,,,,,,,,,,
05/24/2016,222,20,30.49,32.2,33.72,33.72,33.72,25.27,,,,,,,,,,,,
05/24/2016,222,21,30.79,31.64,33.93,33.93,33.93,25.5,,,,,,,,,,,,
05/24/2016,222,22,31.69,32.38,32.93,32.93,32.93,26.53,,,,,,,,,,,,
05/24/2016,222,23,31.69,32,28.65,28.65,28.65,26.99,,,,,,,,,,,,
05/23/2016,223,1,22.67,22.67,24.23,24.23,24.23,28.37,,,,,,,,,,,,
05/23/2016,223,2,20.89,20.89,23.01,23.01,23.01,28.92,,,,,,,,,,,,
05/23/2016,223,3,19.51,19.51,20.49,20.49,20.49,30.19,,,,,,,,,,,,
05/23/2016,223,4,18.69,18.69,18.57,21.48,21.48,30.64,,,,,,,,,,,,
05/23/2016,223,5,17.02,17.02,22.77,22.77,22.77,27.78,,,,,,,,,,,,
05/23/2016,223,6,20.69,20.69,24.24,27.97,27.97,24.91,,,,,,,,,,,,
05/23/2016,223,7,22.64,29.98,25.55,34.09,34.09,23.79,,,,,,,,,,,,
05/23/2016,223,8,22.72,34.51,32.77,35.67,35.67,22.55,,,,,,,,,,,,
05/23/2016,223,9,22.74,39.15,33.07,33.07,33.07,22.14,,,,,,,,,,,,
05/23/2016,223,10,29.38,37.7,30.86,30.86,30.86,21.91,,,,,,,,,,,,
05/23/2016,223,11,31.69,36,30.48,30.48,30.48,24.52,,,,,,,,,,,,
05/23/2016,223,12,32.19,35.94,28.57,28.57,28.57,28.97,,,,,,,,,,,,
05/23/2016,223,13,32.69,33.91,27.17,27.17,27.17,31.2,,,,,,,,,,,,
05/23/2016,223,14,32.69,33.54,24.99,24.99,24.99,33.67,,,,,,,,,,,,
05/23/2016,223,15,32.5,32.5,25.62,25.62,25.62,32.55,,,,,,,,,,,,
05/23/2016,223,16,32.78,32.78,25.69,25.69,25.69,31.24,,,,,,,,,,,,
05/23/2016,223,17,31.96,31.96,31.4,31.4,31.4,30.96,,,,,,,,,,,,
05/23/2016,223,18,31.68,31.68,34.37,34.37,34.37,30.7,,,,,,,,,,,,
05/23/2016,223,19,32.49,32.49,34.95,34.95,34.95,30.56,,,,,,,,,,,,
05/23/2016,223,20,33.09,33.09,35.11,35.11,35.11,30.26,,,,,,,,,,,,
05/23/2016,223,21,33.69,34.7,34.82,34.82,34.82,30.08,,,,,,,,,,,,
05/23/2016,223,22,33.69,36.61,33.87,33.87,33.87,29.54,,,,,,,,,,,,
05/23/2016,223,23,33.19,35.61,28.82,28.82,28.82,30.99,,,,,,,,,,,,
05/22/2016,224,1,17.79,17.79,24.07,24.07,24.07,32.61,,,,,,,,,,,,
05/22/2016,224,2,12.03,12.03,22.97,22.97,22.97,31.99,,,,,,,,,,,,
05/22/2016,224,3,9.39,9.39,19.9,19.9,19.9,30.66,,,,,,,,,,,,
05/22/2016,224,4,6.99,6.99,20.05,20.05,20.05,30.78,,,,,,,,,,,,
05/22/2016,224,5,5.49,5.49,22.98,22.98,22.98,30.79,,,,,,,,,,,,
05/22/2016,224,6,3.31,3.31,27.93,27.93,27.93,29.38,,,,,,,,,,,,
05/22/2016,224,7,3,3,32.55,32.55,32.55,26.82,,,,,,,,,,,,
05/22/2016,224,8,3.45,3.45,33.8,33.8,33.8,25.25,,,,,,,,,,,,
05/22/2016,224,9,5.4,5.4,34.04,34.04,34.04,24.74,,,,,,,,,,,,
05/22/2016,224,10,6.99,6.99,34.91,34.91,34.91,24.63,,,,,,,,,,,,
05/22/2016,224,11,7.06,7.06,35.25,35.25,35.25,24.27,,,,,,,,,,,,
05/22/2016,224,12,8.28,8.28,34.95,34.95,34.95,25.9,,,,,,,,,,,,
05/22/2016,224,13,8.2,8.2,32.1,32.1,32.1,30.43,,,,,,,,,,,,
05/22/2016,224,14,5.86,5.86,29.5,29.5,29.5,32.73,,,,,,,,,,,,
05/22/2016,224,15,4.5,4,27.12,27.12,27.12,43.32,,,,,,,,,,,,
05/22/2016,224,16,4.5,2.3,24.2,24.2,24.2,43.34,,,,,,,,,,,,
05/22/2016,224,17,4.5,2.5,26.9,26.9,26.9,43.34,,,,,,,,,,,,
05/22/2016,224,18,4.94,4.94,28.09,28.09,28.09,43.34,,,,,,,,,,,,
05/22/2016,224,19,6.01,6.01,29.06,29.06,29.06,43.33,,,,,,,,,,,,
05/22/2016,224,20,11.19,11.19,29.13,29.13,29.13,35,,,,,,,,,,,,
05/22/2016,224,21,12.4,12.4,28.99,28.99,28.99,34.25,,,,,,,,,,,,
05/22/2016,224,22,26.11,26.11,28.34,28.34,28.34,33.58,,,,,,,,,,,,
05/22/2016,224,23,27.9,27.9,34.74,34.74,24.7,32.74,,,,,,,,,,,,
05/21/2016,225,1,25.45,25.45,21.7,21.7,21.7,33.94,,,,,,,,,,,,
05/21/2016,225,2,23.49,23.49,19.97,19.97,19.97,35.06,,,,,,,,,,,,
05/21/2016,225,3,22.6,22.6,16.89,16.89,16.89,34.11,,,,,,,,,,,,
05/21/2016,225,4,21.26,21.26,16.1,16.1,16.1,32.83,,,,,,,,,,,,
05/21/2016,225,5,20,20,14.46,14.46,14.46,32.4,,,,,,,,,,,,
05/21/2016,225,6,19.38,19.38,16.08,16.08,16.08,31.19,,,,,,,,,,,,
05/21/2016,225,7,20.03,20.03,18.05,18.05,18.05,28.98,,,,,,,,,,,,
05/21/2016,225,8,20.88,20.88,20.06,20.06,20.06,26.03,,,,,,,,,,,,
05/21/2016,225,9,21.5,21.5,20.1,20.06,20.06,24.53,,,,,,,,,,,,
05/21/2016,225,10,22.32,22.32,18.73,18.06,18.06,23.74,,,,,,,,,,,,
05/21/2016,225,11,20.79,20.79,18.13,18.13,15.85,22.69,,,,,,,,,,,,
05/21/2016,225,12,19.04,19.04,18.02,13.64,13.64,23.04,,,,,,,,,,,,
05/21/2016,225,13,18.4,18.4,15.26,9.07,9.07,25.8,,,,,,,,,,,,
05/21/2016,225,14,16.81,16.81,12.59,9.11,9.11,29,,,,,,,,,,,,
05/21/2016,225,15,15.3,15.3,13.02,13.02,10.54,34.98,,,,,,,,,,,,
05/21/2016,225,16,13.29,13.29,14.71,12.52,12.52,43.33,,,,,,,,,,,,
05/21/2016,225,17,11.19,11.19,20.09,18.77,18.77,43.33,,,,,,,,,,,,
05/21/2016,225,18,15.69,15.69,24.72,24.72,24.72,43.34,,,,,,,,,,,,
05/21/2016,225,19,20.1,20.1,26.88,26.88,26.88,43.34,,,,,,,,,,,,
05/21/2016,225,20,20.79,20.79,27.7,27.7,27.7,43.33,,,,,,,,,,,,
05/21/2016,225,21,21,21,29.08,29.08,29.08,43.34,,,,,,,,,,,,
05/21/2016,225,22,23.85,23.85,28.31,28.31,28.31,35.16,,,,,,,,,,,,
05/21/2016,225,23,27,27,25.73,25.73,25.73,32.2,,,,,,,,,,,,
05/20/2016,226,1,31.15,31.15,23.44,23.44,23.44,31.21,,,,,,,,,,,,
05/20/2016,226,2,23.42,23.42,21.18,21.18,21.18,31.72,,,,,,,,,,,,
05/20/2016,226,3,22.15,22.15,19.03,19.03,19.03,32.52,,,,,,,,,,,,
05/20/2016,226,4,22.05,22.05,18.05,18.05,18.05,33,,,,,,,,,,,,
05/20/2016,226,5,22.22,22.22,18.08,18.08,18.08,31.25,,,,,,,,,,,,
05/20/2016,226,6,26.69,26.69,18.06,18.06,18.06,30.33,,,,,,,,,,,,
05/20/2016,226,7,27.71,27.71,19.25,19.14,19.14,28.99,,,,,,,,,,,,
05/20/2016,226,8,33.07,33.07,20.01,19.9,19.9,26.91,,,,,,,,,,,,
05/20/2016,226,9,34.69,34.97,19.07,19.07,18.99,23.55,,,,,,,,,,,,
05/20/2016,226,10,34.44,34.44,19.74,19.74,19.74,22.43,,,,,,,,,,,,
05/20/2016,226,11,34.27,34.27,20.49,20.46,20.46,20.05,,,,,,,,,,,,
05/20/2016,226,12,34.26,34.26,19.47,19.47,19.1,19.42,,,,,,,,,,,,
05/20/2016,226,13,34.61,34.61,17.41,17.41,17.41,19.83,,,,,,,,,,,,
05/20/2016,226,14,34.27,34.27,15.96,15.99,15.99,23.95,,,,,,,,,,,,
05/20/2016,226,15,34,34,16.57,16.57,16.57,26.99,,,,,,,,,,,,
05/20/2016,226,16,33,33,16.09,16.09,16.89,30.11,,,,,,,,,,,,
05/20/2016,226,17,33,33,19.98,20.13,20.13,32.99,,,,,,,,,,,,
05/20/2016,226,18,33,33,26.75,26.75,26.75,32.37,,,,,,,,,,,,
05/20/2016,226,19,32.69,32.69,29.57,29.57,29.57,32.73,,,,,,,,,,,,
05/20/2016,226,20,33.92,33.92,31.56,31.56,31.56,32.74,,,,,,,,,,,,
05/20/2016,226,21,34.06,34.06,32.3,32.3,32.3,32.53,,,,,,,,,,,,
05/20/2016,226,22,34.84,34.84,31.56,31.56,31.56,32.25,,,,,,,,,,,,
05/20/2016,226,23,35.27,35.27,29.35,28.5,28.5,32.16,,,,,,,,,,,,
05/19/2016,227,1,25,25,25.15,25.15,25.15,31.91,,,,,,,,,,,,
05/19/2016,227,2,22.74,22.91,22.94,22.94,22.94,31.28,,,,,,,,,,,,
05/19/2016,227,3,22.23,22.23,21.01,21.01,21.01,32.19,,,,,,,,,,,,
05/19/2016,227,4,21.85,21.85,21.5,21.5,21.5,33.75,,,,,,,,,,,,
05/19/2016,227,5,22.05,22.29,23.29,23.29,23.29,33.51,,,,,,,,,,,,
05/19/2016,227,6,22.03,23.9,27.21,27.21,27.21,32.1,,,,,,,,,,,,
05/19/2016,227,7,21.93,31.58,25.94,25.94,30.82,32.02,,,,,,,,,,,,
05/19/2016,227,8,22.05,38.01,31.71,31.71,32,31.89,,,,,,,,,,,,
05/19/2016,227,9,22.24,39,30.59,30.59,30.59,29.37,,,,,,,,,,,,
05/19/2016,227,10,29.69,36.81,28.65,28.65,28.65,27.45,,,,,,,,,,,,
05/19/2016,227,11,31.69,34.61,28.32,28.32,28.32,26.18,,,,,,,,,,,,
05/19/2016,227,12,32.69,33,27.02,27.02,27.02,25.12,,,,,,,,,,,,
05/19/2016,227,13,34.69,34.69,25,25,25,23.95,,,,,,,,,,,,
05/19/2016,227,14,35.41,35.41,23.9,23.9,23.9,24.07,,,,,,,,,,,,
05/19/2016,227,15,34.61,34.61,24.1,24.1,24.1,26.24,,,,,,,,,,,,
05/19/2016,227,16,32.71,32.71,25.54,25.54,25.54,30.45,,,,,,,,,,,,
05/19/2016,227,17,31.91,31.91,30.62,30.62,30.62,33.19,,,,,,,,,,,,
05/19/2016,227,18,32.35,32.35,33.98,33.98,33.98,36.3,,,,,,,,,,,,
05/19/2016,227,19,32.69,32.69,35.88,35.88,35.88,38.69,,,,,,,,,,,,
05/19/2016,227,20,33.69,33.69,34.32,34.32,34.32,38.54,,,,,,,,,,,,
05/19/2016,227,21,34.96,34.96,34.47,34.47,34.47,45.94,,,,,,,,,,,,
05/19/2016,227,22,33.85,33.85,33.22,33.22,33.22,36,,,,,,,,,,,,
05/19/2016,227,23,32.08,32.08,30.42,30.42,30.42,33.96,,,,,,,,,,,,
05/18/2016,228,1,31.69,32.01,26.26,26.26,26.26,32.16,,,,,,,,,,,,
05/18/2016,228,2,27.69,27.69,23.99,23.99,23.99,31.88,,,,,,,,,,,,
05/18/2016,228,3,23.89,23.89,22.03,22.03,22.03,30.92,,,,,,,,,,,,
05/18/2016,228,4,22.92,22.92,22.1,22.1,22.1,32.06,,,,,,,,,,,,
05/18/2016,228,5,22.8,23.31,24.1,24.1,24.1,33.12,,,,,,,,,,,,
05/18/2016,228,6,22.77,25,28.71,28.71,28.71,33.57,,,,,,,,,,,,
05/18/2016,228,7,22.78,31.12,33.63,33.63,33.63,32.47,,,,,,,,,,,,
05/18/2016,228,8,27.69,37.06,34.14,34.14,34.14,32.16,,,,,,,,,,,,
05/18/2016,228,9,29.69,39.48,33.9,33.9,33.9,31.52,,,,,,,,,,,,
05/18/2016,228,10,32.69,36.81,31.73,31.73,31.73,28.84,,,,,,,,,,,,
05/18/2016,228,11,35.41,35.41,30.13,30.13,30.13,29.58,,,,,,,,,,,,
05/18/2016,228,12,35.69,35.69,29.09,29.09,29.09,26.68,,,,,,,,,,,,
05/18/2016,228,13,34.21,34.21,30.44,28.93,28.93,25.34,,,,,,,,,,,,
05/18/2016,228,14,33.38,33.38,28.94,28.94,28.94,24.03,,,,,,,,,,,,
05/18/2016,228,15,31.69,31.69,29.29,29.29,29.29,22.4,,,,,,,,,,,,
05/18/2016,228,16,30.85,30.85,30.58,30.58,30.58,22.56,,,,,,,,,,,,
05/18/2016,228,17,31.32,31.32,33.12,33.12,33.12,23.53,,,,,,,,,,,,
05/18/2016,228,18,31.69,31.69,34.33,34.33,34.33,25.64,,,,,,,,,,,,
05/18/2016,228,19,31.5,31.5,35.79,35.79,35.79,28.23,,,,,,,,,,,,
05/18/2016,228,20,30.01,30.01,34.81,34.81,34.81,28.66,,,,,,,,,,,,
05/18/2016,228,21,30.69,34.61,34.36,34.36,34.36,29.82,,,,,,,,,,,,
05/18/2016,228,22,31.19,34.95,37.13,31.25,31.25,29.83,,,,,,,,,,,,
05/18/2016,228,23,31.19,33.09,33.2,27.74,27.74,29.58,,,,,,,,,,,,
05/17/2016,229,1,30.79,30.79,30.8,25.03,25.03,28.96,,,,,,,,,,,,
05/17/2016,229,2,24,24,24.01,24.01,24.01,28.35,,,,,,,,,,,,
05/17/2016,229,3,22.82,22.82,21.9,21.9,21.9,28.07,,,,,,,,,,,,
05/17/2016,229,4,21.72,21.72,22.56,22.56,22.56,27.84,,,,,,,,,,,,
05/17/2016,229,5,21.76,21.76,25.05,25.05,25.05,27.82,,,,,,,,,,,,
05/17/2016,229,6,22.91,22.91,29.74,29.74,29.74,27.46,,,,,,,,,,,,
05/17/2016,229,7,29.75,29.95,34.75,34.75,34.75,28.26,,,,,,,,,,,,
05/17/2016,229,8,30.79,36.36,36.1,36.1,36.1,28.92,,,,,,,,,,,,
05/17/2016,229,9,33.69,38.01,36,33,33,29.62,,,,,,,,,,,,
05/17/2016,229,10,35.69,37.21,34.73,34.73,28.54,29.54,,,,,,,,,,,,
05/17/2016,229,11,36.19,36.19,34.73,28.03,28.03,27.45,,,,,,,,,,,,
05/17/2016,229,12,35.69,35.69,36.36,36.36,27.79,24.62,,,,,,,,,,,,
05/17/2016,229,13,36,36,35.83,27.72,27.72,20.05,,,,,,,,,,,,
05/17/2016,229,14,35.19,35.19,34.13,34.13,27.05,17.99,,,,,,,,,,,,
05/17/2016,229,15,34.47,34.47,34.99,34.99,28.41,13.17,,,,,,,,,,,,
05/17/2016,229,16,34.11,34.11,36.44,30.47,30.47,12.69,,,,,,,,,,,,
05/17/2016,229,17,32.69,32.69,35.91,35.91,35.08,12.76,,,,,,,,,,,,
05/17/2016,229,18,33,33,37.9,35.67,35.67,12.93,,,,,,,,,,,,
05/17/2016,229,19,34.64,34.64,38.66,38.66,37.07,18.24,,,,,,,,,,,,
05/17/2016,229,20,34.69,34.92,36.45,36.45,36.45,25.04,,,,,,,,,,,,
05/17/2016,229,21,34.69,36.76,36.39,36.39,35.48,27.72,,,,,,,,,,,,
