Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version,#DIV/0!
2011-02-24,92.775678,92.775678,92.676678,92.676678,92.775678,94.976678,94.976678,94.976678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,102.776678,107.776678,102.776678,102.776678,94.976678,94.976678,TX3,99.2682196666666
2011-02-25,87.86398,87.86398,87.86398,87.36398,87.86398,94.36398,94.36398,91.36398,91.36398,93.36298,94.36398,124.36398,124.36398,124.36398,124.36398,124.36398,124.36398,94.36398,124.36398,124.36398,124.36398,94.36398,94.36398,91.36398,TX3,103.822271666667
2011-02-26,90.126834,89.626834,89.626834,89.626834,89.626834,90.126834,90.126834,93.126834,93.126834,93.126834,96.591834,101.626834,101.626834,93.126834,93.126834,93.126834,93.126834,93.126834,102.626834,102.626834,102.626834,116.626834,93.126834,93.126834,TX3,95.1878756666667
2011-02-27,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,90.390789,90.390789,91.291789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,97.540789,104.390789,106.390789,105.890789,104.390789,97.540789,91.291789,TX3,97.7117056666667
2011-02-28,83.783884,83.783884,83.783884,83.783884,83.783884,86.283884,86.283884,86.283884,96.753884,96.753884,106.283884,107.283884,107.283884,107.283884,107.283884,107.283884,107.283884,106.283884,107.283884,107.283884,107.283884,106.283884,86.283884,85.283884,TX3,96.968884
2011-03-01,85.014871,85.014871,85.014871,85.014871,85.014871,85.014871,92.014871,92.014871,85.014871,85.014871,88.514871,93.514871,92.014871,92.014871,88.514871,88.514871,88.514871,92.014871,93.514871,93.514871,93.514871,92.014871,92.014871,85.014871,TX4,89.0565376666667
2011-03-02,82.418067,82.418067,82.418067,82.418067,82.418067,82.918067,82.918067,82.918067,89.918067,92.961067,93.918067,93.918067,93.918067,89.918067,89.918067,92.961067,92.961067,89.918067,93.918067,93.918067,93.918067,89.918067,82.918067,82.418067,TX4,88.2567753333333
2011-03-03,81.219432,81.219432,81.219432,81.219432,81.219432,86.219432,86.219432,94.219432,98.219432,98.219432,94.219432,94.219432,86.219432,98.219432,98.219432,98.219432,98.219432,98.219432,101.219432,101.219432,101.219432,98.219432,94.219432,83.219432,TX4,92.2610986666667
2011-03-04,78.73866,77.73866,77.73866,77.73866,78.73866,80.43866,84.73866,84.73866,84.73866,84.73866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,88.23866,95.73866,88.23866,88.23866,84.73866,80.23866,TX4,85.0594933333333
2011-03-05,79.054791,79.054791,79.054791,79.054791,79.054791,79.054791,79.054791,80.554791,80.554791,80.554791,80.554791,82.054791,82.054791,80.554791,80.554791,80.554791,80.554791,80.554791,86.054791,86.054791,86.054791,82.054791,80.554791,79.054791,TX4,80.929791
2011-03-06,76.626216,76.626216,76.626216,76.626216,76.626216,76.626216,76.626216,76.626216,76.626216,77.626216,77.626216,84.626216,84.626216,84.626216,77.626216,77.626216,77.626216,84.626216,94.626216,94.626216,94.626216,84.626216,84.626216,76.626216,TX4,81.0845493333334
2011-03-07,78.782287,76.782287,76.782287,76.782287,78.782287,79.782287,79.782287,79.782287,87.282287,87.282287,90.782287,90.782287,90.782287,90.782287,90.782287,90.782287,90.782287,90.782287,125.782287,133.345287,110.782287,90.782287,79.782287,76.782287,TX4,89.3890786666667
2011-03-08,76.976886,76.976886,76.976886,76.976886,78.976886,82.876886,82.876886,82.876886,82.976886,82.976886,90.976886,90.976886,90.976886,90.976886,90.976886,90.976886,90.976886,90.976886,125.976886,125.976886,100.876886,90.976886,82.976886,82.876886,TX4,89.1227193333333
2011-03-09,80.351782,76.351782,76.351782,76.351782,76.351782,80.351782,80.351782,80.351782,81.351782,81.851782,81.851782,93.351782,81.851782,81.851782,93.351782,93.351782,93.351782,81.851782,105.552782,105.552782,100.251782,81.851782,80.351782,80.351782,TX4,85.1976986666667
2011-03-10,75.889786,75.889786,75.889786,75.889786,75.889786,81.489786,81.489786,81.489786,81.489786,81.489786,81.489786,82.389786,81.489786,81.489786,82.389786,82.389786,82.389786,81.489786,93.389786,106.389786,104.889786,86.389786,82.389786,81.489786,TX4,83.2231193333333
2011-03-11,73.153767,73.153767,73.153767,73.153767,73.153767,73.653767,73.653767,76.153767,81.153767,81.153767,81.153767,81.153767,81.153767,81.153767,81.153767,81.153767,81.153767,81.153767,92.153767,92.153767,92.153767,81.153767,76.153767,73.653767,TX4,79.5079336666667
2011-03-12,70.589181,70.589181,70.589181,70.589181,70.589181,70.589181,72.689181,72.689181,79.689181,79.689181,85.689181,85.689181,85.689181,79.689181,79.689181,79.689181,79.689181,79.689181,85.689181,85.689181,85.689181,79.689181,74.689181,72.689181,TX4,77.8308476666667
2011-03-13,80.633293,80.633293,80.633293,73.533293,73.533293,80.633293,73.533293,80.633293,81.633293,81.633293,84.633293,84.633293,84.633293,84.633293,84.633293,81.633293,81.633293,84.633293,84.633293,85.633293,85.633293,85.133293,84.633293,81.633293,TX4,81.8916263333334
2011-03-14,80.848086,80.848086,80.848086,80.848086,80.848086,84.948086,84.948086,84.948086,84.948086,86.848086,86.848086,86.848086,86.848086,86.848086,86.848086,86.848086,86.848086,86.848086,100.848086,101.848086,101.848086,86.848086,84.948086,84.948086,TX4,86.9564193333333
2011-03-15,84.083025,84.083025,81.083025,84.083025,84.083025,84.083025,85.583025,85.583025,86.083025,86.083025,86.083025,86.083025,86.083025,86.083025,86.083025,86.083025,86.083025,86.083025,101.083025,101.083025,92.083025,86.083025,85.583025,84.083025,TX4,86.8121916666666
2011-03-16,81.712399,81.712399,79.712399,81.712399,81.712399,81.712399,84.712399,84.712399,84.712399,84.712399,84.712399,84.712399,84.712399,84.712399,84.712399,84.712399,91.712399,84.712399,96.712399,136.702399,96.712399,96.712399,84.712399,81.712399,TX4,87.7119823333333
2011-03-17,75.000626,75.000626,75.000626,75.000626,75.000626,78.000626,78.000626,80.000626,80.000626,80.000626,95.000626,95.000626,80.000626,80.000626,95.000626,95.000626,95.000626,80.000626,95.000626,120.000626,95.000626,95.000626,80.000626,78.000626,TX4,85.375626
