Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version
2019-01-01,318.423099,318.423099,318.423099,318.423099,308.923099,218.923099,153.923099,153.923099,195.131099,293.923099,318.423099,318.423099,318.423099,318.423099,318.423099,318.423099,318.423099,318.423099,318.423099,333.923099,333.923099,318.423099,318.423099,318.423099,TX4
2019-01-02,335.522884,323.022884,295.508884,262.022884,262.022884,292.231884,292.231884,335.522884,335.522884,335.522884,348.022884,348.022884,348.022884,348.022884,348.022884,348.022884,348.022884,348.022884,372.022884,393.022884,393.022884,353.022884,348.022884,348.022884,TX4
2019-01-03,329.347962,329.347962,329.347962,329.347962,329.347962,329.347962,329.347962,341.347962,376.347962,381.347962,381.347962,390.347962,401.347962,401.347962,401.347962,386.347962,381.347962,381.347962,390.347962,451.347962,401.347962,381.347962,381.347962,381.347962,TX4
2019-01-04,378.15036,378.15036,375.15036,350.15036,350.15036,378.15036,378.15036,380.88136,378.15036,378.15036,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,380.88136,378.15036,344.05036,TX4
2019-01-05,348.38007,348.38007,348.38007,239.00707,254.43607,348.38007,348.38007,348.38007,348.38007,381.24907,401.64907,381.24907,381.24907,381.24907,381.24907,381.24907,379.64907,360.64907,381.24907,396.64907,381.24907,381.24907,381.24907,348.38007,TX4
2019-01-06,260.203088,260.203088,260.203088,260.203088,260.203088,260.203088,257.516088,260.203088,260.203088,260.203088,360.203088,369.734088,369.734088,369.734088,369.734088,369.734088,360.203088,260.203088,369.734088,369.734088,369.734088,369.734088,369.734088,260.203088,TX4
2019-01-07,369.712256,250.181256,250.181256,250.181256,250.181256,250.181256,250.181256,250.181256,250.181256,379.181256,369.712256,369.712256,369.712256,369.712256,369.712256,369.712256,369.712256,369.712256,400.181256,401.181256,400.181256,369.712256,369.712256,369.712256,TX4
2019-01-08,363.884296,310.153296,310.153296,310.153296,310.153296,310.153296,360.153296,363.884296,363.884296,369.553296,369.553296,380.153296,380.153296,380.153296,380.153296,380.153296,369.553296,363.884296,380.153296,380.153296,380.153296,369.553296,363.884296,363.884296,TX4
2019-01-09,257.499968,249.186968,249.186968,249.186968,249.186968,257.499968,280.186968,280.186968,280.186968,360.917968,360.917968,364.186968,364.186968,364.186968,364.186968,364.186968,360.917968,360.917968,380.086968,380.086968,380.086968,360.917968,360.917968,280.186968,TX4
2019-01-10,320.543234,320.543234,320.543234,320.543234,257.742234,320.543234,320.543234,320.543234,367.429234,377.429234,320.543234,320.543234,320.543234,320.543234,320.543234,320.543234,320.543234,320.543234,367.429234,367.429234,378.429234,320.543234,367.429234,320.543234,TX4
2019-01-11,309.728962,309.728962,309.728962,309.728962,309.728962,350.128962,350.128962,350.342962,350.342962,350.342962,350.342962,350.342962,350.342962,350.342962,350.342962,366.228962,350.342962,350.342962,367.228962,367.228962,366.228962,350.342962,350.128962,309.728962,TX4
2019-01-12,250.367973,250.367973,250.367973,250.367973,250.367973,255.367973,255.367973,310.367973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,311.867973,320.667973,311.867973,311.867973,310.367973,256.746973,TX4
2019-01-13,245.074538,200.305538,200.305538,200.305538,200.305538,200.305538,227.074538,200.305538,200.305538,245.074538,245.074538,301.064538,312.174538,312.174538,301.064538,249.514538,245.074538,245.074538,312.174538,320.974538,312.174538,312.174538,312.174538,245.074538,TX4
2019-01-14,230.719678,185.719678,185.719678,185.719678,185.719678,230.719678,261.166678,261.166678,267.719678,295.709678,300.719678,300.819678,300.819678,300.819678,300.819678,300.819678,300.819678,300.819678,300.819678,311.719678,300.819678,300.819678,267.719678,261.166678,TX4
2019-01-15,250.613045,250.913045,185.613045,185.613045,192.225045,250.613045,250.613045,250.913045,250.913045,255.992045,271.268045,270.656045,270.656045,270.656045,271.268045,271.268045,270.656045,250.913045,270.656045,271.268045,270.656045,270.656045,250.913045,250.913045,TX4
2019-01-16,150.949704,150.949704,150.949704,150.949704,150.949704,150.949704,167.635704,240.949704,248.180704,248.180704,248.180704,248.180704,248.180704,248.180704,250.849704,250.849704,248.180704,248.180704,248.180704,248.180704,248.180704,248.180704,250.849704,239.949704,TX4
2019-01-17,236.022383,231.022383,231.022383,231.022383,231.022383,249.022383,249.022383,236.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,249.022383,231.022383,TX4
2019-01-18,151.902941,151.902941,151.902941,151.902941,200.874941,221.902941,221.902941,231.016941,235.902941,235.902941,235.902941,235.902941,235.902941,235.902941,235.902941,235.902941,235.902941,231.016941,235.902941,235.902941,235.902941,235.902941,231.016941,221.902941,TX4
2019-01-19,152.361529,152.361529,152.361529,152.361529,152.361529,192.361529,192.361529,192.361529,192.361529,192.361529,193.361529,226.475529,226.475529,193.361529,192.361529,192.361529,192.361529,192.361529,226.475529,226.475529,226.475529,192.361529,192.361529,192.361529,TX4
2019-01-20,165.087415,151.067415,150.087415,150.087415,150.087415,165.087415,151.067415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,165.087415,200.087415,205.087415,205.087415,200.087415,190.087415,165.087415,TX4
2019-01-21,186.995172,186.995172,182.995172,182.995172,182.995172,189.109172,186.995172,189.109172,201.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,202.995172,189.109172,186.995172,TX4
2019-01-22,142.579368,145.059368,142.579368,142.579368,148.559368,187.693368,187.693368,192.579368,197.579368,268.579368,252.579368,262.579368,262.579368,262.579368,268.579368,268.579368,262.579368,252.579368,268.579368,268.579368,252.579368,205.363368,192.579368,187.693368,TX4
2019-01-23,190.375794,200.275794,200.275794,200.275794,190.375794,220.375794,200.275794,125.375794,200.275794,200.275794,250.375794,250.375794,250.375794,250.375794,266.375794,266.375794,250.375794,250.375794,266.375794,270.375794,270.375794,250.375794,190.375794,125.375794,TX4
2019-01-24,267.816547,241.816547,241.816547,241.816547,241.816547,267.816547,276.816547,241.816547,267.816547,351.816547,351.816547,351.816547,351.816547,351.816547,351.816547,351.816547,296.399547,241.816547,276.816547,351.816547,288.167547,267.816547,267.816547,241.816547,TX4
2019-01-25,301.338381,301.338381,301.338381,275.462381,301.338381,301.338381,341.338381,301.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,341.338381,301.338381,TX4
2019-01-26,260.871336,245.477336,198.871336,198.871336,198.871336,199.366336,199.366336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,315.871336,TX4
2019-01-27,190.562599,190.562599,185.562599,185.562599,185.562599,185.562599,150.562599,185.562599,190.562599,190.656599,242.562599,265.562599,321.562599,321.562599,270.562599,265.562599,250.440599,242.562599,321.562599,321.562599,321.562599,321.562599,270.562599,190.562599,TX4
2019-01-28,275.527944,275.527944,263.527944,263.527944,263.527944,290.527944,280.527944,321.527944,321.527944,321.527944,321.527944,350.527944,321.527944,321.527944,321.527944,321.527944,321.527944,321.527944,321.527944,321.527944,321.527944,321.527944,309.527944,275.527944,TX4
2019-01-29,305.013913,263.224913,191.107913,182.998913,274.013913,286.013913,286.013913,306.425913,312.013913,312.013913,312.013913,320.013913,312.013913,320.013913,320.013913,320.013913,320.013913,312.013913,320.013913,320.013913,320.013913,312.013913,312.013913,286.013913,TX4
2019-01-30,220.799377,220.799377,220.799377,215.402377,220.799377,265.799377,265.799377,283.799377,284.799377,310.799377,348.799377,348.799377,310.799377,350.299377,348.799377,348.799377,350.299377,300.799377,348.799377,348.799377,348.799377,348.799377,284.799377,265.799377,TX4
2019-01-31,263.535174,263.535174,263.535174,263.535174,263.535174,285.535174,299.535174,310.535174,330.535174,299.535174,338.535174,338.535174,338.535174,338.535174,338.535174,338.535174,338.535174,310.535174,338.535174,338.535174,338.535174,338.535174,310.535174,299.535174,TX4
2019-02-01,300.422945,295.422945,295.422945,295.422945,297.422945,300.422945,300.422945,300.422945,300.422945,300.422945,300.422945,309.922945,309.922945,309.922945,337.922945,337.922945,337.922945,300.422945,337.922945,337.922945,337.922945,309.922945,300.422945,300.422945,TX3
2019-02-02,253.662551,253.662551,253.662551,253.662551,253.662551,253.662551,253.662551,281.662551,277.662551,277.662551,281.662551,302.661551,297.662551,281.662551,277.662551,277.662551,277.662551,277.662551,297.662551,307.462551,302.661551,277.662551,277.662551,267.702551,TX3
2019-02-03,276.035365,253.035365,253.035365,253.035365,253.035365,253.035365,187.035365,199.857365,269.574365,286.035365,286.035365,286.035365,286.035365,286.035365,286.035365,286.035365,286.035365,286.035365,339.035365,339.035365,339.035365,339.035365,286.035365,286.035365,TX3
2019-02-04,267.727601,189.695601,157.188601,157.188601,267.727601,284.188601,284.188601,284.188601,284.188601,306.188601,306.188601,342.188601,306.188601,342.188601,342.188601,342.188601,306.188601,306.188601,342.188601,352.188601,352.188601,306.188601,284.188601,282.188601,TX3
2019-02-05,267.570311,267.570311,176.614311,151.570311,267.570311,286.570311,286.570311,286.570311,286.570311,286.570311,377.570311,500.570311,286.570311,286.570311,377.570311,377.570311,286.570311,286.570311,377.570311,377.570311,376.570311,286.570311,286.570311,267.570311,TX3
2019-02-06,245.458621,245.458621,245.458621,245.458621,245.458621,286.458621,286.458621,294.572621,294.572621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,350.458621,294.572621,265.457621,TX3
2019-02-07,232.594275,232.594275,232.594275,232.594275,232.594275,272.593275,277.593275,280.594275,280.594275,280.594275,280.594275,283.594275,280.594275,283.594275,283.594275,283.594275,280.594275,280.594275,283.594275,332.594275,283.594275,280.594275,280.594275,272.593275,TX3
2019-02-08,242.207024,242.207024,242.207024,242.207024,242.207024,267.206024,267.206024,277.206024,283.207024,342.207024,342.207024,283.207024,242.207024,267.206024,277.206024,277.206024,267.206024,242.207024,277.206024,283.207024,267.206024,242.207024,242.207024,219.207024,TX3
2019-02-09,271.436081,271.436081,270.313081,270.313081,270.313081,271.436081,271.436081,271.436081,271.436081,271.436081,281.312081,291.313081,291.313081,281.312081,281.312081,274.343081,271.436081,271.436081,281.312081,291.313081,291.313081,274.343081,271.436081,270.313081,TX3
2019-02-10,271.06728,271.06728,271.06728,184.59828,198.39428,201.07428,180.56728,217.56728,273.56728,273.56728,273.56728,273.56728,273.56728,289.56528,289.56628,273.56728,273.56728,273.56728,289.69928,301.56728,301.56728,289.69928,289.56628,271.06728,TX3
