Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version
2016-01-01,480.753675,498.753675,393.753675,393.753675,362.804675,328.753675,193.967675,286.063675,327.673675,393.753675,393.753675,393.753675,393.753675,393.753675,393.753675,393.753675,393.753675,480.753675,480.753675,480.753675,480.753675,480.753675,480.753675,480.753675,TX3
2016-01-02,388.169584,388.169584,387.169584,387.169584,387.169584,387.169584,387.169584,388.169584,388.169584,388.169584,392.169584,392.169584,392.169584,392.169584,392.169584,392.169584,392.169584,392.169584,497.169584,497.169584,497.169584,497.169584,392.169584,388.169584,TX3
2016-01-03,585.620874,446.620874,446.620874,364.620874,364.620874,364.620874,364.620874,364.620874,446.620874,506.620874,596.620874,526.620874,526.620874,526.620874,526.620874,526.620874,506.620874,526.620874,585.620874,585.620874,585.620874,585.620874,526.620874,596.620874,TX3
2016-01-04,447.349303,447.349303,367.349303,367.349303,367.349303,447.349303,447.349303,527.349303,586.349303,586.349303,586.349303,586.349303,586.349303,586.349303,586.349303,586.349303,586.349303,586.349303,637.349303,637.349303,586.349303,586.349303,586.349303,527.349303,TX3
2016-01-05,456.671402,456.671402,456.671402,456.671402,456.671402,456.671402,456.671402,476.671402,546.671402,626.671402,641.671402,651.671402,651.671402,651.671402,651.671402,651.671402,641.671402,641.671402,696.671402,651.671402,641.671402,641.671402,546.671402,546.671402,TX3
2016-01-06,641.621628,546.621628,546.621628,476.621628,476.621628,641.621628,641.621628,642.621628,642.621628,642.621628,711.621628,676.621628,642.621628,711.621628,676.621628,676.621628,642.621628,642.621628,676.621628,676.621628,642.621628,642.621628,642.621628,641.621628,TX3
2016-01-07,546.620874,546.620874,546.620874,546.620874,546.620874,546.620874,546.620874,546.620874,556.620874,641.620874,656.620874,676.620874,676.620874,676.620874,676.620874,676.620874,676.620874,676.620874,806.620874,796.620874,676.620874,676.620874,641.620874,546.620874,TX3
2016-01-08,522.88644,522.88644,522.88644,522.88644,522.88644,522.88644,522.88644,532.45644,542.45644,552.45644,642.45644,642.45644,642.45644,642.45644,645.45644,645.45644,642.45644,642.45644,645.45644,645.45644,642.45644,642.45644,552.45644,532.45644,TX3
2016-01-09,517.013128,375.025128,346.513128,346.513128,346.513128,375.025128,361.064128,517.013128,542.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,547.013128,537.013128,TX3
2016-01-10,541.658402,541.658402,516.658402,516.658402,516.658402,516.658402,516.658402,416.658402,516.658402,541.658402,541.658402,546.658402,547.758402,547.758402,546.658402,546.658402,546.658402,546.658402,547.758402,547.758402,547.758402,547.758402,547.758402,541.658402,TX3
2016-01-11,486.764845,486.764845,456.359845,406.864845,406.864845,486.764845,406.864845,480.998845,486.764845,486.764845,486.764845,486.764845,541.864845,541.864845,486.764845,486.764845,486.764845,486.764845,816.864845,846.864845,846.864845,846.864845,541.864845,486.764845,TX3
2016-01-12,496.775559,482.775559,377.765559,472.721559,478.230559,482.775559,496.775559,541.775559,596.775559,596.775559,709.664559,851.775559,851.775559,851.775559,846.775559,846.775559,816.775559,646.775559,846.775559,846.775559,851.775559,709.664559,596.775559,541.775559,TX3
2016-01-13,617.029915,617.029915,617.029915,617.029915,637.029915,637.029915,637.029915,657.029915,657.029915,657.029915,747.029915,852.029915,747.029915,747.029915,747.029915,747.029915,747.029915,657.029915,747.029915,747.029915,657.029915,657.029915,657.029915,637.029915,TX3
2016-01-14,761.620874,616.620874,596.620874,596.620874,596.620874,736.620874,736.620874,761.620874,776.620874,776.620874,865.044874,865.044874,865.044874,865.044874,865.044874,843.620874,776.620874,776.620874,843.620874,865.044874,776.620874,776.620874,796.620874,761.620874,TX3
2016-01-15,514.660991,476.660991,476.660991,514.660991,514.660991,514.660991,716.560991,716.560991,716.560991,771.660991,771.660991,771.660991,771.660991,771.660991,771.660991,771.660991,771.660991,771.660991,771.660991,796.660991,771.660991,771.660991,716.560991,716.560991,TX3
2016-01-16,516.834662,486.834662,475.834662,376.803662,376.803662,475.834662,486.834662,596.834662,676.734662,676.734662,676.734662,766.834662,766.834662,676.734662,676.734662,676.734662,676.734662,676.734662,766.834662,865.261662,676.734662,676.734662,676.734662,516.834662,TX3
2016-01-17,586.831207,456.881207,446.881207,446.881207,446.881207,446.881207,446.881207,446.881207,446.881207,468.541207,586.831207,586.831207,586.831207,586.831207,586.831207,586.831207,586.831207,586.831207,586.831207,596.881207,596.881207,586.831207,586.831207,586.831207,TX3
2016-01-18,556.737893,506.737893,396.737893,396.737893,396.737893,506.737893,506.737893,584.737893,631.737893,695.737893,841.537893,841.537893,841.537893,841.537893,841.537893,841.537893,841.537893,695.737893,841.537893,841.537893,841.537893,841.537893,631.737893,556.737893,TX3
